dep_delay,arr_delay
-4.855963791267305,-3.851437699680511
-2.046858359957402,-8.319488817891374
-4.790202342917999,-3.5851970181043664
-1.0340788072417466,-5.9331735889243875
-2.2444089456869007,-5.2288604898828535
-0.2827476038338658,-5.936634717784877
-0.707667731629393,-3.710330138445155
-1.1265708200212994,-2.4589989350372736
-1.2571884984025559,-4.741214057507987
-1.3631522896698616,-3.743077742279021
-3.2584664536741217,-4.728434504792332
-2.414643237486688,-2.013578274760383
-1.2566560170394037,-4.093876464323748
-0.5463258785942492,-5.621938232161875
-0.6293929712460063,-5.134185303514377
-2.5,-3.941427050053248
-1.1134185303514377,-4.9643237486687966
-1.1179446219382323,-4.785942492012779
-2.763578274760383,-2.009584664536741
-1.29765708200213,-6.1900958466453675
-1.7599041533546327,-6.019595314164005
1.7955271565495208,-4.687433439829605
0.23961661341853036,-4.2388178913738015
0.06336528221512241,-5.777955271565495
-0.39723109691160813,-1.7023429179978697
-1.2364217252396166,-1.70926517571885
-2.0670926517571884,-1.8274760383386581
-1.775186368477103,-3.3343982960596374
-4.668629240833714,-8.954153354632588
-2.571884984025559,-7.797177848775292
-3.8461128860489886,-3.6611897155028146
-3.1496272630457933,-4.314696485623003
-3.344249201277955,-1.9674653887113949
-0.5670926517571885,-1.8019169329073483
-2.301384451544196,-3.5018636847710334
-2.851437699680511,-4.601171458998935
-4.473801916932908,-3.3370607028753994
-2.7256123535676253,-6.727689030883918
-4.753993610223642,-1.5670926517571886
-2.313099041533546,-4.969116080937168
-1.1964856230031948,-4.322364217252397
-0.02875399361022364,-4.082534611288605
0.1645367412140575,-1.9707135250266241
-0.6446219382321619,-2.7667731629392973
-0.2806176783812567,-3.015974440894569
-1.0857294994675188,-2.2814164004259854
-2.4808306709265175,-2.9643237486687966
-1.8466986155484557,-3.9329073482428116
-0.6749201277955271,-2.4783280085197017
-1.5777422790202342,-3.3173588924387643
-0.7236421725239617,-2.166666666666667
-3.495740149094782,-1.8349307774227899
-1.1309904153354633,-4.116613418530352
-1.9640575079872205,-4.945686900958466
-0.8115015974440895,-1.3945686900958467
-0.6182108626198083,-4.744675186368478
-1.3442492012779552,-5.1322683706070285
2.380724174653887,-3.6150159744408947
0.20926517571884984,-3.3072417465388715
-0.7859424920127795,-3.794462193823216
-0.5841320553780617,-2.144834930777423
-1.3572949946751862,-1.1261980830670926
-2.530085197018104,-0.6230031948881789
-1.2722044728434507,-4.083067092651757
-4.633957097215884,-6.934565647345201
-2.905750798722045,-7.434132055378061
-3.4898828541001063,-4.283759318423855
-3.4318423855165063,-4.638977635782748
-3.0780085197018106,-1.196272630457934
-0.476038338658147,-3.476038338658147
-1.793929712460064,-2.187965921192758
-2.869542066027689,-3.177316293929712
-5.113418530351438,-1.9403620873269434
-2.0327476038338657,-5.713099041533547
-3.941959531416401,-1.6762513312034082
-1.5159744408945688,-5.543024494142705
-1.9802981895633653,-3.879552715654952
-0.2571884984025559,-3.3120340788072413
-0.43450479233226835,-2.542598509052183
-1.81038338658147,-1.2209797657082002
-1.4574014909478168,-4.325878594249201
-2.8493077742279023,-2.377263045793397
-3.620660276890309,-3.6277955271565494
-2.7885516506922254,-2.5191693290734825
-1.983226837060703,-2.8322683706070286
-1.402555910543131,-5.030617678381257
-0.2571884984025559,-3.1136847710330136
-3.9640575079872202,-3.1980830670926514
-1.8945686900958467,-4.145899893503727
-3.551384451544196,-5.565495207667731
-3.1900958466453675,-1.4776357827476039
-1.4297124600638977,-6.147231096911608
-2.3273162939297127,-5.528700745473908
1.6671991480298187,-4.304313099041534
0.05910543130990415,-4.0894568690095845
0.03887113951011707,-5.032481363152289
-1.2348242811501597,-3.3860489882854106
-0.9430244941427048,-2.087859424920128
-3.4198615548455797,-1.707667731629393
-1.0069755058572951,-4.152289669861555
-5.016369998478624,-8.098820934124449
-2.8450479233226837,-5.787083523505249
-3.8833865814696487,-4.553232922561996
-2.516506922257721,-4.535729499467519
-3.3996272630457938,-1.2812034078807242
-0.7747603833865815,-1.0207667731629393
-1.549520766773163,-1.5633652822151225
-1.915335463258786,-3.8684771033013847
-4.121139510117145,-2.3115015974440896
-2.0523961661341854,-5.467997870074547
-4.228966986155484,-1.948349307774228
-1.634185303514377,-3.391906283280085
-2.0798722044728435,-3.560702875399361
-0.19914802981895638,-3.7816826411075617
-1.29073482428115,-1.891906283280085
-1.70468583599574,-2.4648562300319488
-1.5708200212992545,-2.915335463258786
-1.1474973375931845,-0.9976038338658147
-1.936726000304275,-2.38604898828541
-1.6416400425985092,-1.8727369542066026
-1.2649094781682642,-1.5854632587859425
-0.9174653887113949,-3.752396166134185
-0.6230031948881789,-4.726304579339724
-2.2917997870074545,-2.186900958466454
-1.4696485623003195,-3.6389776357827475
-2.2050053248136314,-3.269435569755059
-2.7891373801916934,-0.6405750798722045
-0.004792332268370607,-4.002129925452609
-1.5244941427050054,-4.368903088391907
1.8924387646432372,-3.4315761448349305
0.6821086261980831,-3.43716719914803
-0.25452609158679446,-3.6757188498402558
-0.3242811501597444,-1.154419595314164
-0.8072417465388712,-0.9105431309904153
-3.137380191693291,-1.792332268370607
-0.08418530351437689,-3.421192758253462
-5.259812870835235,-7.163426137228053
-3.3594249201277955,-5.305225924235509
-3.842917997870075,-4.769542066027689
-2.769968051118211,-3.661128860489883
-3.8096379126730557,-1.9924387646432375
-0.4073482428115016,-1.8370607028753994
-2.3498402555910545,-1.6967518636847707
-3.7486687965921197,-3.11395101171459
-3.81629392971246,-1.9792332268370607
-2.7145367412140575,-6.050053248136315
-3.1632055378061765,-2.398828541001065
-1.2396166134185302,-5.593716719914803
-1.939297124600639,-4.1719382321618745
-0.6001064962726306,-3.122470713525027
-1.6853035143769968,-1.4105431309904153
-0.5538338658146964,-2.681576144834931
-0.9563365282215122,-4.915335463258786
-0.4472843450479234,-2.277156549520767
-2.4335463258785945,-2.6842385516506924
-1.8492545260915867,-4.286741214057508
-0.9358359957401492,-1.280191693290735
-1.5463258785942493,-3.6590521831735887
-0.7044728434504792,-3.9672523961661343
-3.172790202342918,-2.119275825346113
-1.404153354632588,-4.1171458998935035
-3.1679978700745477,-4.904153354632588
-2.6677316293929714,-1.0063897763578276
-1.1413738019169328,-4.124600638977636
-1.2870074547390842,-5.883972310969116
2.5047923322683707,-2.2422790202342915
0.11501597444089456,-3.1075612353567625
0.6134185303514377,-3.634185303514377
-0.29446219382321615,-1.2646432374866878
-1.6890308839190626,-1.9664536741214058
-3.0303514376996805,-2.47444089456869
-0.15846645367412138,-4.20234291799787
